順位,チーム名,試合,勝利,敗戦,引分,勝率,勝差,残試合,得点,失点,本塁打,盗塁,打率,防御率,失策,date
3,DeNA,135,69,63,3,0.523,2,8,502,473,104,29,0.248,3.2,64,2023-09-23 14:10:42.686581
4,巨人,136,67,67,2,0.5,3,7,511,502,161,46,0.254,3.52,51,2023-09-23 14:10:42.686581
5,ヤクルト,137,54,80,3,0.403,13,6,513,552,121,61,0.24,3.73,67,2023-09-23 14:10:42.686581
6,中日,135,52,79,4,0.397,0.5,8,374,484,67,33,0.237,3.17,77,2023-09-23 14:10:42.686581
1,阪神,136,83,48,5,0.634,優勝,7,536,398,77,74,0.248,2.62,80,2023-09-24 14:10:54.685278
2,広島,139,72,63,4,0.533,13,4,483,497,94,76,0.246,3.24,75,2023-09-24 14:10:54.685278
3,DeNA,136,69,64,3,0.519,2,7,502,479,104,29,0.248,3.22,65,2023-09-24 14:10:54.685278
4,巨人,137,68,67,2,0.504,2,6,517,502,163,46,0.254,3.5,51,2023-09-24 14:10:54.685278
5,ヤクルト,138,55,80,3,0.407,13,5,516,553,121,61,0.24,3.71,67,2023-09-24 14:10:54.685278
6,中日,136,52,79,5,0.397,1,7,374,484,67,33,0.236,3.14,77,2023-09-24 14:10:54.685278
1,阪神,137,83,49,5,0.629,優勝,6,537,400,78,76,0.247,2.61,80,2023-09-25 14:13:00.312444
2,広島,139,72,63,4,0.533,12.5,4,483,497,94,76,0.246,3.24,75,2023-09-25 14:13:00.312444
3,DeNA,137,70,64,3,0.522,1.5,6,503,479,104,30,0.247,3.2,65,2023-09-25 14:13:00.312444
4,巨人,138,68,68,2,0.5,3,5,517,503,163,47,0.253,3.48,51,2023-09-25 14:13:00.312444
5,ヤクルト,138,55,80,3,0.407,12.5,5,516,553,121,61,0.24,3.71,67,2023-09-25 14:13:00.312444
6,中日,137,53,79,5,0.402,0.5,6,376,485,67,34,0.236,3.13,77,2023-09-25 14:13:00.312444
1,阪神,138,84,49,5,0.632,優勝,5,539,400,79,77,0.247,2.59,80,2023-09-26 14:13:25.238002
2,広島,140,73,63,4,0.537,12.5,3,485,497,94,77,0.247,3.22,78,2023-09-26 14:13:25.238002
3,DeNA,138,71,64,3,0.526,1.5,5,504,479,104,31,0.247,3.17,65,2023-09-26 14:13:25.238002
4,巨人,139,68,69,2,0.496,4,4,517,504,163,47,0.253,3.47,51,2023-09-26 14:13:25.238002
5,ヤクルト,139,55,81,3,0.404,12.5,4,516,555,121,61,0.239,3.7,67,2023-09-26 14:13:25.238002
6,中日,138,53,80,5,0.398,0.5,5,376,487,67,34,0.235,3.12,77,2023-09-26 14:13:25.238002
1,阪神,139,84,50,5,0.627,優勝,4,541,407,80,77,0.247,2.61,81,2023-09-27 14:12:58.779509
2,広島,140,73,63,4,0.537,12,3,485,497,94,77,0.247,3.22,78,2023-09-27 14:12:58.779509
3,DeNA,139,71,65,3,0.522,2,4,507,490,104,31,0.247,3.2,68,2023-09-27 14:12:58.779509
4,巨人,139,68,69,2,0.496,3.5,4,517,504,163,47,0.253,3.47,51,2023-09-27 14:12:58.779509
5,ヤクルト,140,56,81,3,0.409,12,3,527,558,122,61,0.239,3.69,68,2023-09-27 14:12:58.779509
6,中日,139,54,80,5,0.403,0.5,4,383,489,69,35,0.235,3.11,77,2023-09-27 14:12:58.779509
1,阪神,140,84,51,5,0.622,優勝,3,544,412,81,78,0.247,2.63,82,2023-09-29 14:10:48.515503
2,広島,141,73,64,4,0.533,12,2,486,501,94,77,0.246,3.21,79,2023-09-29 14:10:48.515503
3,DeNA,140,72,65,3,0.526,1,3,512,493,104,32,0.247,3.2,69,2023-09-29 14:10:48.515503
6,中日,140,55,80,5,0.407,0,3,387,490,70,35,0.236,3.09,78,2023-09-29 14:10:48.515503
1,阪神,141,84,52,5,0.618,優勝,2,545,414,81,78,0.247,2.63,82,2023-09-30 14:11:01.751101
2,広島,142,74,64,4,0.536,11,1,488,502,95,78,0.246,3.2,79,2023-09-30 14:11:01.751101
3,DeNA,141,73,65,3,0.529,1,2,516,495,105,32,0.247,3.19,69,2023-09-30 14:11:01.751101
4,巨人,140,68,70,2,0.493,5,3,518,506,163,47,0.252,3.46,51,2023-09-30 14:11:01.751101
5,中日,141,56,80,5,0.412,11,2,389,491,71,36,0.235,3.07,79,2023-09-30 14:11:01.751101
6,ヤクルト,141,56,82,3,0.406,1,2,529,562,122,61,0.239,3.68,70,2023-09-30 14:11:01.751101
1,阪神,142,85,52,5,0.62,優勝,1,551,419,82,79,0.247,2.65,82,2023-10-01 14:11:20.968301
2,DeNA,142,74,65,3,0.532,12,1,520,495,105,33,0.248,3.17,69,2023-10-01 14:11:20.968301
2,広島,143,74,65,4,0.532,0,0,493,508,96,78,0.246,3.2,82,2023-10-01 14:11:20.968301
4,巨人,141,69,70,2,0.496,5,2,519,506,164,47,0.252,3.43,53,2023-10-01 14:11:20.968301
5,中日,142,56,81,5,0.409,12,1,389,495,71,36,0.234,3.08,79,2023-10-01 14:11:20.968301
6,ヤクルト,142,56,83,3,0.403,1,1,529,563,122,62,0.239,3.66,70,2023-10-01 14:11:20.968301
4,巨人,142,70,70,2,0.5,4.5,1,522,507,164,48,0.252,3.42,53,2023-10-03 14:13:20.617771
5,中日,143,56,82,5,0.406,13,0,390,498,71,36,0.234,3.08,79,2023-10-03 14:13:20.617771
6,ヤクルト,142,56,83,3,0.403,0.5,1,529,563,122,62,0.239,3.66,70,2023-10-03 14:13:20.617771
1,阪神,143,85,53,5,0.616,優勝,0,555,424,84,79,0.247,2.66,85,2023-10-04 14:13:42.040486
2,広島,143,74,65,4,0.532,11.5,0,493,508,96,78,0.246,3.2,82,2023-10-04 14:13:42.040486
3,DeNA,143,74,66,3,0.529,0.5,0,520,496,105,33,0.247,3.16,69,2023-10-04 14:13:42.040486
4,巨人,143,71,70,2,0.504,3.5,0,523,507,164,48,0.252,3.39,54,2023-10-04 14:13:42.040486
5,ヤクルト,143,57,83,3,0.407,13.5,0,534,567,123,62,0.239,3.66,70,2023-10-04 14:13:42.040486
6,中日,143,56,82,5,0.406,0,0,390,498,71,36,0.234,3.08,79,2023-10-04 14:13:42.040486
